BQOiJzWjsR5hfeqeoLbbiA;1,0586ms;0,3342ms;0,7244ms
E9WnmMQlo1Jw1yqwkp_GoA;1,718ms;1,0127ms;0,7053ms
5DQJldZiE79YW0BbHMMoYw;2,0059ms;1,1772ms;0,8287ms
BQOiJzWjsR5hfeqeoLbbiA;1,888ms;1,1016ms;0,7864ms
E9WnmMQlo1Jw1yqwkp_GoA;2,9084ms;1,7069ms;1,2015ms
5DQJldZiE79YW0BbHMMoYw;2,2179ms;1,3661ms;0,8518ms
BQOiJzWjsR5hfeqeoLbbiA;2,3147ms;1,3212ms;0,9935ms
BQOiJzWjsR5hfeqeoLbbiA;2,2963ms;1,4518ms;0,8445ms
5DQJldZiE79YW0BbHMMoYw;1,7745ms;0,9885ms;0,786ms
E9WnmMQlo1Jw1yqwkp_GoA;2,4194ms;1,4505ms;0,9689ms
Wl97MJrVsLXItT_uHf5peA;27,1942ms;0,3934ms;26,8008ms
BQOiJzWjsR5hfeqeoLbbiA;2,9192ms;1,4713ms;1,4479ms
7tNFXLJAqiMzsh3Bu2WxxQ;22,9881ms;0,9312ms;22,0569ms
BIZSX3aczb0WOx6Yok8Qqg;23,103ms;1,0706ms;22,0324ms
E9WnmMQlo1Jw1yqwkp_GoA;3,6502ms;2,0101ms;1,6401ms
5DQJldZiE79YW0BbHMMoYw;2,9801ms;2,3217ms;0,6584ms
5DQJldZiE79YW0BbHMMoYw;0,813ms;0,2168ms;0,5962ms
E9WnmMQlo1Jw1yqwkp_GoA;1,3613ms;0,6929ms;0,6684ms
BQOiJzWjsR5hfeqeoLbbiA;2,0406ms;1,057ms;0,9836ms
E9WnmMQlo1Jw1yqwkp_GoA;2,428ms;1,4178ms;1,0102ms
BQOiJzWjsR5hfeqeoLbbiA;2,13ms;1,1043ms;1,0257ms
5DQJldZiE79YW0BbHMMoYw;2,7127ms;1,5498ms;1,1629ms
E9WnmMQlo1Jw1yqwkp_GoA;1,1238ms;0,267ms;0,8568ms
5DQJldZiE79YW0BbHMMoYw;2,0372ms;1,0555ms;0,9817ms
BQOiJzWjsR5hfeqeoLbbiA;2,7074ms;1,1226ms;1,5848ms
E9WnmMQlo1Jw1yqwkp_GoA;12,2311ms;1,5596ms;10,6715ms
E9WnmMQlo1Jw1yqwkp_GoA;1,2763ms;0,3175ms;0,9588ms
5DQJldZiE79YW0BbHMMoYw;2,2319ms;1,1118ms;1,1201ms
BQOiJzWjsR5hfeqeoLbbiA;2,966ms;2,0302ms;0,9358ms
5DQJldZiE79YW0BbHMMoYw;0,9488ms;0,2693ms;0,6795ms
E9WnmMQlo1Jw1yqwkp_GoA;1,7561ms;0,8681ms;0,888ms
BQOiJzWjsR5hfeqeoLbbiA;1,915ms;1,1613ms;0,7537ms
7tNFXLJAqiMzsh3Bu2WxxQ;27,0368ms;1,0672ms;25,9696ms
BIZSX3aczb0WOx6Yok8Qqg;27,2963ms;1,1582ms;26,1381ms
E9WnmMQlo1Jw1yqwkp_GoA;2,6855ms;1,5495ms;1,136ms
BQOiJzWjsR5hfeqeoLbbiA;2,7941ms;1,232ms;1,5621ms
Wl97MJrVsLXItT_uHf5peA;28,0124ms;1,2357ms;26,7767ms
5DQJldZiE79YW0BbHMMoYw;3,5353ms;1,6897ms;1,8456ms
BQOiJzWjsR5hfeqeoLbbiA;2,2576ms;0,8424ms;1,4152ms
E9WnmMQlo1Jw1yqwkp_GoA;2,8705ms;1,5493ms;1,3212ms
5DQJldZiE79YW0BbHMMoYw;3,2916ms;2,1606ms;1,131ms
BQOiJzWjsR5hfeqeoLbbiA;2,4897ms;1,3779ms;1,1118ms
5DQJldZiE79YW0BbHMMoYw;2,1684ms;1,1007ms;1,0677ms
E9WnmMQlo1Jw1yqwkp_GoA;2,7355ms;1,7046ms;1,0309ms
7tNFXLJAqiMzsh3Bu2WxxQ;48,2272ms;1,2202ms;47,007ms
BIZSX3aczb0WOx6Yok8Qqg;48,5514ms;1,3748ms;47,1766ms
5DQJldZiE79YW0BbHMMoYw;38,2401ms;1,4199ms;36,8202ms
E9WnmMQlo1Jw1yqwkp_GoA;37,9818ms;1,5131ms;36,4687ms
Wl97MJrVsLXItT_uHf5peA;47,6309ms;0,9201ms;46,7108ms
5DQJldZiE79YW0BbHMMoYw;3,8437ms;1,6584ms;2,1853ms
7tNFXLJAqiMzsh3Bu2WxxQ;91,3081ms;1,3493ms;89,9588ms
BQOiJzWjsR5hfeqeoLbbiA;162,4793ms;1,1912ms;161,2881ms
E9WnmMQlo1Jw1yqwkp_GoA;31,6047ms;1,6555ms;29,9492ms
Wl97MJrVsLXItT_uHf5peA;32,5408ms;1,5123ms;31,0285ms
BIZSX3aczb0WOx6Yok8Qqg;34,2555ms;1,2768ms;32,9787ms
5DQJldZiE79YW0BbHMMoYw;29,9665ms;1,775ms;28,1915ms
7tNFXLJAqiMzsh3Bu2WxxQ;30,8368ms;0,7595ms;30,0773ms
E9WnmMQlo1Jw1yqwkp_GoA;29,2602ms;1,3237ms;27,9365ms
BQOiJzWjsR5hfeqeoLbbiA;29,7902ms;1,5638ms;28,2264ms
Wl97MJrVsLXItT_uHf5peA;29,6932ms;0,9053ms;28,7879ms
BIZSX3aczb0WOx6Yok8Qqg;30,0751ms;1,0832ms;28,9919ms
BQOiJzWjsR5hfeqeoLbbiA;1,5787ms;0,7889ms;0,7898ms
5DQJldZiE79YW0BbHMMoYw;2,9494ms;1,9762ms;0,9732ms
E9WnmMQlo1Jw1yqwkp_GoA;3,4332ms;1,6658ms;1,7674ms
5DQJldZiE79YW0BbHMMoYw;2,4092ms;0,7459ms;1,6633ms
E9WnmMQlo1Jw1yqwkp_GoA;1,6728ms;0,5553ms;1,1175ms
BQOiJzWjsR5hfeqeoLbbiA;3,3437ms;1,662ms;1,6817ms
5DQJldZiE79YW0BbHMMoYw;1,4139ms;0,4992ms;0,9147ms
E9WnmMQlo1Jw1yqwkp_GoA;1,0878ms;0,3531ms;0,7347ms
BQOiJzWjsR5hfeqeoLbbiA;3,6595ms;1,4141ms;2,2454ms
E9WnmMQlo1Jw1yqwkp_GoA;4,3413ms;2,2308ms;2,1105ms
5DQJldZiE79YW0BbHMMoYw;4,8007ms;2,0526ms;2,7481ms
E9WnmMQlo1Jw1yqwkp_GoA;7,5134ms;2,6775ms;4,8359ms
5DQJldZiE79YW0BbHMMoYw;6,5956ms;2,5185ms;4,0771ms
BQOiJzWjsR5hfeqeoLbbiA;9,6477ms;3,521ms;6,1267ms
Wl97MJrVsLXItT_uHf5peA;29,5779ms;1,3929ms;28,185ms
E9WnmMQlo1Jw1yqwkp_GoA;7,4065ms;1,8317ms;5,5748ms
BIZSX3aczb0WOx6Yok8Qqg;32,055ms;1,6364ms;30,4186ms
7tNFXLJAqiMzsh3Bu2WxxQ;32,6505ms;1,2863ms;31,3642ms
BQOiJzWjsR5hfeqeoLbbiA;6,7792ms;5,0272ms;1,752ms
5DQJldZiE79YW0BbHMMoYw;8,3031ms;2,4632ms;5,8399ms
5DQJldZiE79YW0BbHMMoYw;2,6603ms;1,1059ms;1,5544ms
E9WnmMQlo1Jw1yqwkp_GoA;7,7804ms;3,9933ms;3,7871ms
BQOiJzWjsR5hfeqeoLbbiA;9,2258ms;1,7704ms;7,4554ms
BIZSX3aczb0WOx6Yok8Qqg;15,4316ms;0,3216ms;15,11ms
Wl97MJrVsLXItT_uHf5peA;18,2327ms;1,016ms;17,2167ms
E9WnmMQlo1Jw1yqwkp_GoA;9,6433ms;4,9952ms;4,6481ms
5DQJldZiE79YW0BbHMMoYw;8,1433ms;1,5541ms;6,5892ms
BQOiJzWjsR5hfeqeoLbbiA;5,5887ms;2,159ms;3,4297ms
7tNFXLJAqiMzsh3Bu2WxxQ;16,3228ms;0,8442ms;15,4786ms
5DQJldZiE79YW0BbHMMoYw;4,3687ms;2,9771ms;1,3916ms
E9WnmMQlo1Jw1yqwkp_GoA;4,3966ms;2,2647ms;2,1319ms
BIZSX3aczb0WOx6Yok8Qqg;17,9911ms;0,9528ms;17,0383ms
BQOiJzWjsR5hfeqeoLbbiA;11,5063ms;7,6621ms;3,8442ms
E9WnmMQlo1Jw1yqwkp_GoA;8,3445ms;2,3618ms;5,9827ms
Wl97MJrVsLXItT_uHf5peA;18,2936ms;1,1095ms;17,1841ms
5DQJldZiE79YW0BbHMMoYw;12,6886ms;3,2586ms;9,43ms
7tNFXLJAqiMzsh3Bu2WxxQ;17,3153ms;0,8244ms;16,4909ms
5DQJldZiE79YW0BbHMMoYw;9,2866ms;2,707ms;6,5796ms
BQOiJzWjsR5hfeqeoLbbiA;11,2155ms;5,9691ms;5,2464ms
E9WnmMQlo1Jw1yqwkp_GoA;9,6782ms;2,9886ms;6,6896ms
Wl97MJrVsLXItT_uHf5peA;18,4984ms;1,1086ms;17,3898ms
5DQJldZiE79YW0BbHMMoYw;9,3945ms;3,1746ms;6,2199ms
E9WnmMQlo1Jw1yqwkp_GoA;8,3473ms;2,1268ms;6,2205ms
7tNFXLJAqiMzsh3Bu2WxxQ;18,2369ms;1,0881ms;17,1488ms
BIZSX3aczb0WOx6Yok8Qqg;22,7472ms;1,2415ms;21,5057ms
BQOiJzWjsR5hfeqeoLbbiA;8,6571ms;2,2805ms;6,3766ms
BQOiJzWjsR5hfeqeoLbbiA;2,3917ms;0,5348ms;1,8569ms
E9WnmMQlo1Jw1yqwkp_GoA;3,5597ms;2,2996ms;1,2601ms
5DQJldZiE79YW0BbHMMoYw;3,7487ms;2,3618ms;1,3869ms
BQOiJzWjsR5hfeqeoLbbiA;2,8801ms;1,2096ms;1,6705ms
5DQJldZiE79YW0BbHMMoYw;2,9362ms;1,8109ms;1,1253ms
E9WnmMQlo1Jw1yqwkp_GoA;3,2174ms;1,3232ms;1,8942ms
5DQJldZiE79YW0BbHMMoYw;3,1887ms;0,743ms;2,4457ms
E9WnmMQlo1Jw1yqwkp_GoA;2,0614ms;0,4711ms;1,5903ms
BQOiJzWjsR5hfeqeoLbbiA;2,9435ms;0,6137ms;2,3298ms
Wl97MJrVsLXItT_uHf5peA;16,8371ms;1,1465ms;15,6906ms
5DQJldZiE79YW0BbHMMoYw;2,0558ms;0,4522ms;1,6036ms
E9WnmMQlo1Jw1yqwkp_GoA;1,8537ms;0,4074ms;1,4463ms
7tNFXLJAqiMzsh3Bu2WxxQ;19,5986ms;1,0467ms;18,5519ms
BQOiJzWjsR5hfeqeoLbbiA;5,3057ms;2,1013ms;3,2044ms
E9WnmMQlo1Jw1yqwkp_GoA;2,0873ms;0,4495ms;1,6378ms
BIZSX3aczb0WOx6Yok8Qqg;19,3486ms;1,1906ms;18,158ms
5DQJldZiE79YW0BbHMMoYw;3,5504ms;2,1711ms;1,3793ms
E9WnmMQlo1Jw1yqwkp_GoA;2,3772ms;1,4164ms;0,9608ms
BQOiJzWjsR5hfeqeoLbbiA;2,5112ms;1,4315ms;1,0797ms
5DQJldZiE79YW0BbHMMoYw;3,8445ms;1,393ms;2,4515ms
BQOiJzWjsR5hfeqeoLbbiA;1,9151ms;0,3761ms;1,539ms
5DQJldZiE79YW0BbHMMoYw;2,3839ms;1,2247ms;1,1592ms
E9WnmMQlo1Jw1yqwkp_GoA;3,3679ms;2,1096ms;1,2583ms
5DQJldZiE79YW0BbHMMoYw;1,9242ms;0,6191ms;1,3051ms
E9WnmMQlo1Jw1yqwkp_GoA;1,3639ms;0,437ms;0,9269ms
BQOiJzWjsR5hfeqeoLbbiA;2,2246ms;1,2883ms;0,9363ms
Wl97MJrVsLXItT_uHf5peA;16,9456ms;0,887ms;16,0586ms
7tNFXLJAqiMzsh3Bu2WxxQ;15,7471ms;0,8345ms;14,9126ms
E9WnmMQlo1Jw1yqwkp_GoA;3,0888ms;1,2067ms;1,8821ms
5DQJldZiE79YW0BbHMMoYw;2,5503ms;1,2201ms;1,3302ms
BIZSX3aczb0WOx6Yok8Qqg;30,2683ms;1,2088ms;29,0595ms
BQOiJzWjsR5hfeqeoLbbiA;5,3344ms;2,415ms;2,9194ms
E9WnmMQlo1Jw1yqwkp_GoA;4,3353ms;2,6236ms;1,7117ms
5DQJldZiE79YW0BbHMMoYw;4,6124ms;1,7103ms;2,9021ms
5DQJldZiE79YW0BbHMMoYw;4,935ms;2,2477ms;2,6873ms
E9WnmMQlo1Jw1yqwkp_GoA;3,909ms;1,9049ms;2,0041ms
BQOiJzWjsR5hfeqeoLbbiA;6,1925ms;2,8532ms;3,3393ms
E9WnmMQlo1Jw1yqwkp_GoA;2,5759ms;0,637ms;1,9389ms
7tNFXLJAqiMzsh3Bu2WxxQ;15,0728ms;0,3068ms;14,766ms
Wl97MJrVsLXItT_uHf5peA;16,3304ms;1,2134ms;15,117ms
5DQJldZiE79YW0BbHMMoYw;4,0338ms;1,9112ms;2,1226ms
BQOiJzWjsR5hfeqeoLbbiA;2,9845ms;1,5097ms;1,4748ms
BIZSX3aczb0WOx6Yok8Qqg;17,5577ms;1,162ms;16,3957ms
BQOiJzWjsR5hfeqeoLbbiA;3,7316ms;1,9645ms;1,7671ms
5DQJldZiE79YW0BbHMMoYw;3,0547ms;1,1133ms;1,9414ms
E9WnmMQlo1Jw1yqwkp_GoA;5,7266ms;2,543ms;3,1836ms
E9WnmMQlo1Jw1yqwkp_GoA;1,8085ms;0,6261ms;1,1824ms
5DQJldZiE79YW0BbHMMoYw;4,2343ms;1,7462ms;2,4881ms
BQOiJzWjsR5hfeqeoLbbiA;4,5405ms;1,4418ms;3,0987ms
E9WnmMQlo1Jw1yqwkp_GoA;7,3975ms;0,6835ms;6,714ms
BQOiJzWjsR5hfeqeoLbbiA;6,5291ms;1,6155ms;4,9136ms
Wl97MJrVsLXItT_uHf5peA;16,4927ms;0,9246ms;15,5681ms
5DQJldZiE79YW0BbHMMoYw;6,4238ms;1,0193ms;5,4045ms
7tNFXLJAqiMzsh3Bu2WxxQ;18,0778ms;0,9743ms;17,1035ms
BIZSX3aczb0WOx6Yok8Qqg;20,0673ms;0,4314ms;19,6359ms
BQOiJzWjsR5hfeqeoLbbiA;5,1648ms;3,4045ms;1,7603ms
E9WnmMQlo1Jw1yqwkp_GoA;7,1902ms;3,2994ms;3,8908ms
5DQJldZiE79YW0BbHMMoYw;8,6293ms;1,1607ms;7,4686ms
BQOiJzWjsR5hfeqeoLbbiA;9,3883ms;4,0888ms;5,2995ms
Wl97MJrVsLXItT_uHf5peA;17,0685ms;0,4611ms;16,6074ms
E9WnmMQlo1Jw1yqwkp_GoA;10,4343ms;4,8282ms;5,6061ms
5DQJldZiE79YW0BbHMMoYw;5,3449ms;3,0842ms;2,2607ms
BQOiJzWjsR5hfeqeoLbbiA;2,7693ms;0,3501ms;2,4192ms
E9WnmMQlo1Jw1yqwkp_GoA;2,6212ms;0,9742ms;1,647ms
BIZSX3aczb0WOx6Yok8Qqg;16,2707ms;1,059ms;15,2117ms
BQOiJzWjsR5hfeqeoLbbiA;5,3953ms;3,5552ms;1,8401ms
5DQJldZiE79YW0BbHMMoYw;5,4985ms;3,1701ms;2,3284ms
E9WnmMQlo1Jw1yqwkp_GoA;3,7199ms;2,161ms;1,5589ms
5DQJldZiE79YW0BbHMMoYw;1,8188ms;0,5029ms;1,3159ms
E9WnmMQlo1Jw1yqwkp_GoA;2,6776ms;1,5454ms;1,1322ms
BQOiJzWjsR5hfeqeoLbbiA;3,441ms;1,607ms;1,834ms
E9WnmMQlo1Jw1yqwkp_GoA;2,4907ms;0,7029ms;1,7878ms
Wl97MJrVsLXItT_uHf5peA;15,2895ms;0,4272ms;14,8623ms
7tNFXLJAqiMzsh3Bu2WxxQ;30,0502ms;0,916ms;29,1342ms
BQOiJzWjsR5hfeqeoLbbiA;3,7521ms;2,1487ms;1,6034ms
5DQJldZiE79YW0BbHMMoYw;4,8949ms;3,4522ms;1,4427ms
BQOiJzWjsR5hfeqeoLbbiA;2,5583ms;0,6531ms;1,9052ms
E9WnmMQlo1Jw1yqwkp_GoA;5,8167ms;4,0258ms;1,7909ms
BIZSX3aczb0WOx6Yok8Qqg;17,8485ms;1,0358ms;16,8127ms
5DQJldZiE79YW0BbHMMoYw;4,3379ms;2,6074ms;1,7305ms
BQOiJzWjsR5hfeqeoLbbiA;3,4206ms;1,5162ms;1,9044ms
E9WnmMQlo1Jw1yqwkp_GoA;1,8129ms;0,5588ms;1,2541ms
E9WnmMQlo1Jw1yqwkp_GoA;2,3498ms;0,5821ms;1,7677ms
BQOiJzWjsR5hfeqeoLbbiA;2,5228ms;0,7533ms;1,7695ms
5DQJldZiE79YW0BbHMMoYw;3,5733ms;1,9952ms;1,5781ms
BQOiJzWjsR5hfeqeoLbbiA;4,1664ms;0,695ms;3,4714ms
5DQJldZiE79YW0BbHMMoYw;3,9244ms;0,4313ms;3,4931ms
E9WnmMQlo1Jw1yqwkp_GoA;4,1387ms;0,6142ms;3,5245ms
7tNFXLJAqiMzsh3Bu2WxxQ;16,3271ms;1,0336ms;15,2935ms
Wl97MJrVsLXItT_uHf5peA;16,5688ms;1,0471ms;15,5217ms
BQOiJzWjsR5hfeqeoLbbiA;2,3308ms;0,4736ms;1,8572ms
5DQJldZiE79YW0BbHMMoYw;2,1745ms;0,6198ms;1,5547ms
E9WnmMQlo1Jw1yqwkp_GoA;2,1761ms;0,8131ms;1,363ms
BQOiJzWjsR5hfeqeoLbbiA;3,5498ms;1,0429ms;2,5069ms
BIZSX3aczb0WOx6Yok8Qqg;16,8732ms;1,0326ms;15,8406ms
E9WnmMQlo1Jw1yqwkp_GoA;3,55ms;2,3124ms;1,2376ms
5DQJldZiE79YW0BbHMMoYw;4,7358ms;1,9218ms;2,814ms
BQOiJzWjsR5hfeqeoLbbiA;4,9904ms;3,1512ms;1,8392ms
5DQJldZiE79YW0BbHMMoYw;3,806ms;2,0665ms;1,7395ms
E9WnmMQlo1Jw1yqwkp_GoA;3,9401ms;2,5669ms;1,3732ms
BQOiJzWjsR5hfeqeoLbbiA;3,1127ms;1,5513ms;1,5614ms
Wl97MJrVsLXItT_uHf5peA;17,1907ms;1,6ms;15,5907ms
